Student_ID,Actual,Random Forest (sum),Random Forest (mean),Gradient Boosting (sum),Gradient Boosting (mean),Decision Tree (sum),Decision Tree (mean),KNN (sum),KNN (mean),XGBoost (sum),XGBoost (mean),LightGBM (sum),LightGBM (mean),Logistic Regression (sum),Logistic Regression (mean)
475945,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
648422,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
533321,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
696515,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
591593,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
539896,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
522257,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
446814,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
680270,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active
684311,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn
652586,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
587122,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active
506804,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
598761,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
552498,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
507113,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
1651020,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
601346,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
554446,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
535707,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
521115,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
686268,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
591223,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
675671,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active
372602,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
621301,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
475945,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
565653,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
687510,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active
358522,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
648854,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
1034674,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Active,Active
541171,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
522891,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
656954,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
531069,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
541765,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
281250,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
589860,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
142324,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
540249,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
650099,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
614791,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
188278,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn
1490624,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn
410357,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
1536591,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
530087,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2115250,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
686018,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active
596588,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
577648,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
536696,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
613047,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn
111959,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
506020,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
677846,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
424220,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Active
629342,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
539622,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
684669,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn
570630,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active
620923,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
442802,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
603762,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
340911,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
628376,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active
2502127,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2599883,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
540184,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
594762,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
591414,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
502356,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
244205,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
1875728,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
495734,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
612528,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
580688,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
556093,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
2560595,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active
549710,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
571973,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
278447,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
2487982,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
634217,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
466990,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn
52899,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active
498363,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
1752834,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
2696376,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
656340,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2134578,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
691069,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
1510198,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn
605545,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
532617,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
626998,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn
674879,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
552789,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
341470,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
694706,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
649004,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
325089,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn
549261,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
501871,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
1887108,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
578492,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
648119,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
577149,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active
2481765,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
589587,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
485374,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
631924,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
590227,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
199520,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
513733,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
588672,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
618397,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
586609,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active,Active
576689,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
605118,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
250163,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
505767,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active
72864,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
654504,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2642935,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
431251,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active
2334930,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active
493760,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
594056,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active
585230,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
559754,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
557085,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active
609403,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
383347,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
521255,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
584611,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
2686035,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
599559,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
523872,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
617130,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
593427,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
681763,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn
651850,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
596296,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active
542562,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Active
555015,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
200804,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
534431,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
629182,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
651823,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
691375,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
402470,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
607085,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
626386,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
189624,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
695014,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
568644,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
544295,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn
1480800,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
268018,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
568333,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
633270,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
279883,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
574253,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
602818,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
591230,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
589902,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active
564617,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2681198,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn
173341,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
586233,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
689796,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active
148993,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
2597117,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
266514,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
616646,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
2550534,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn
2611779,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
675233,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Active
264151,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active
621380,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
493912,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
549732,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
57844,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
2306519,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
632682,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active
674497,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn
628361,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
634077,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
564356,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
427390,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
2678338,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2498299,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
600987,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
583232,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active
682436,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
1521687,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
141377,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
693606,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
575603,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
27759,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn
379042,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
368935,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
626296,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
465564,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
1045203,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
544594,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
1962062,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn
551688,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
396502,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
127582,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
681356,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn
613213,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
552913,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
391630,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
2502707,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
424014,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
536666,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
184972,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
29820,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
483952,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
202487,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
